Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp
syb_cytramon_name,Citramon,Citramon,Citramon,Zitramon,Цитрамон,Cytramon,Citramon,Citramon,Citramon,Citramon,柑橘,シトラモン,Citramon,柑橘
syb_diazinon_name,Diazinon,Diazinon,Diazinon,Diazinon,Диазинон,Diazinon,Diazinon,Diazinon,Diazinón,Diazinon,Diazinon,ディアジノン,Diazinon,Diazinon
syb_dihlofos_name,Dichlorvos,Dichlorvos,Dichlorvos,Dichlorvos,Дихлофос,Dichlorvos,Diklorvosz,Dichlorvos,Diclorvos,Dichlorvos,Dichlorvos,ディクロルボス,Diclorvos,Dichlorvos
syb_diklofenak_name,Diclofenac,Diclofenac,Diclofenac,Diclofenac,Диклофенак,Diklofenac,Diklofenak,Diclofenac,Diclofenaco,Diclofenac,双氯芬酸,ディクロフェナック,Diclofenac,双氯芬酸
syb_disinfect_hands,Disinfect hands,Disinfect hands,Dezinfikovat ruce,Hände desinfizieren,Дезинфицировать руки,Dezynfekujące ręce,Fert?tlenít,Disinfette mani,Desinfectar las manos,Désinfecter les mains,消毒的手,手を消毒します,Desinfetar as mãos,消毒的手
syb_dycinon_name,Dicinon,Dicinon,Dicinon,Dicinon,Дицинон,Dicinon,Dicinon,Dicinon,Diestro,Dicynone,Dicinon,ディシノン,Dicinon,Dicinon
syb_entername,Enter your name,Enter your name,Zadejte své jméno,Gib deinen Namen ein,Введите ваше имя,Wpisz swoje imię,Adja meg nevét,Inserisci il tuo nome,Introduzca su nombre,Entrer votre nom,输入你的名字,あなたの名前を入力してください,Digite seu nome,输入你的名字
syb_enterofuril_name,Enterofuril,Enterofuril,Enterofuril,Enterofuril,Энтерофурил,Enterofuril,Enterofuril,Enterofuril,Enterofuril,Enterofuril,肠肠,Enterofuril,Enterofuril,肠肠
syb_epipen_name,Epinephrine,Epinephrine,Epinefrin,Epinephrin,Эпинефрин,Epinefryna,Epinefrin,Epinefrina,Epinefrina,Épinéphrine,肾上腺素,エピネフリン,Epinefrina,肾上腺素
syb_ersefuril_name,Ersefuril,Ersefuril,Ersefuril,Ersefuril,Эрсефурил,Effuril,Ersefuril,Ersefuril,Ersefuril,Ersefuril,Ersefuril,エルセフリル,ERSEFURIL,Ersefuril
syb_erytromicyn_name,Erythromycin,Erythromycin,Erythromycin,Erythromycin,Эритромицин,Erytromycyna,Eritromicin,Eritromicina,Eritromicina,Érythromycine,红霉素,エリスロマイシン,Eritromicina,红霉素
syb_erytropoenin_name,Erythropoietin,Erythropoietin,Erytropoetin,Erythropoietin,Эритропоэтин,Erytropoetyna,Eritropoietin,Eritropoietina,Eritropoyetina,Érythropoïétine,红细胞生成素,エリスロポエチン,Eritropoietina,红细胞生成素
syb_etamzilat_name,Etamsilat,Etamsilat,Etamsilat,Etamsilat,Этамзилат,Etamsilat,Etamsilat,Etamsilat,Etamsilat,Etamzilat,Etamsilat,エタムシラト,Etamsilat,Etamsilat
syb_failed_ignite_skillcheck,You failed to start a fire,You failed to start a fire,Nepodařilo se vám zahájit oheň,"Sie haben es versäumt, ein Feuer zu beginnen",Вам не удалось развести огонь,Nie udało ci się rozpocząć pożaru,Nem sikerült tüzet indítani,Non hai iniziato a iniziare un fuoco,No pudo comenzar un incendio,"Vous avez échoué, réessayez",你未能开火,あなたは火を始めることができませんでした,Você não conseguiu iniciar um incêndio,你未能开火
syb_features,Features:,Features:,Funkce:,Merkmale:,Умения,Cechy:,Jellemz?k:,Caratteristiche:,Características:,Compétences :,特征：,特徴：,Características:,特征：
syb_female,Female,Female,ženský,Weiblich,Женщина,Kobieta,N?i,Femmina,Femenino,Femme,女性,女性,Fêmea,女性
syb_finalgon_name,Finalgon,Finalgon,Finále,Finalgon,Финалгон,Finalgon,Finalgon,Finalgon,Finalgon,Finalgon,最终贡,ファイナルゴン,Finalgon,最终贡
syb_firstname,First name,First name,Jméno,Vorname,Имя,Imię,Keresztnév,Nome di battesimo,Nombre de pila,Prénom,名,ファーストネーム,Primeiro nome,名
syb_flemoclav_name,Flemoklav,Flemoklav,Flemoklav,Flemoklav,Флемоклав,Flemoklav,Flemoklav,Flemoklav,Flemaklav,Flemoclav,弗莱莫克拉夫,フレモクラフ,Flemoklav,弗莱莫克拉夫
syb_footwearselect,Footwear,Footwear,Obuv,Schuhwerk,Обувь,Obuwie,Cip?,Calzature,Calzado,Chaussures,鞋类,履物,Calçados,鞋类
syb_ftalazol_name,Phthalazole,Phthalazole,Ftalazol,Phthalazol,Фталазол,Ftaazol,Ftalazol,Ftalazolo,Ftalazol,Phthalazole,腓唑,フタラゾール,Fthalazol,腓唑
syb_gexobarbital_name,Hexobarbital,Hexobarbital,Hexobarbitální,Hexobarbital,Гексобарбитал,Hexobarbital,Hexobarbitális,Hexobarbital,Hexobarbital,Hexobarbital,六边形,ヘキソバルビタール,Hexobarbital,六边形
syb_glovesselect,Gloves,Gloves,Rukavice,Handschuhe,Перчатки,Rękawice,Keszty?,Guanti,Guantes,Gants,手套,手袋,Luvas,手套
syb_gp5_filter_desc,The gas mask filter is designed to work in conditions of possible air pollution. Gas mask filters have a limited using life.,The gas mask filter is designed to work in conditions of possible air pollution. Gas mask filters have a limited using life.,"Filtr plynové masky je navržen tak, aby fungoval v podmínkách možného znečištění ovzduší. Filtry plynové masky mají omezený pomocí života.","Der Gasmaskenfilter ist so konzipiert, dass es unter Bedingungen möglicher Luftverschmutzung funktioniert. Gasmaskenfilter haben eine begrenzte Lebensdauer.",Фильтр от противогаза предназначен для работы в условиях возможного загрязнения воздуха. Срок службы противогазных фильтров ограничен.,Filtr maski gazowej jest zaprojektowany do pracy w warunkach możliwego zanieczyszczenia powietrza. Filtry maski gazowej mają ograniczoną żywotność.,"A gázmaszksz?r?t úgy tervezték, hogy a lehetséges légszennyezés körülmények között m?ködjön. A gázmaszksz?r?knek korlátozott élettartama van.",Il filtro della maschera a gas è progettato per funzionare in condizioni di possibile inquinamento atmosferico. I filtri della maschera a gas hanno una vita limitata.,El filtro de máscara de gas está diseñado para funcionar en condiciones de posible contaminación del aire. Los filtros de máscara de gas tienen una vida limitada.,Le filtre à gaz est conçu pour fonctionner dans des conditions où l'air peut être pollué. La durée de vie des filtres à gaz est limitée.,气罩滤光片设计为在可能的空气污染条件下工作。使用寿命有限的防毒面具过滤器。,ガスマスクフィルターは、可能性のある大気汚染の条件で機能するように設計されています。ガスマスクフィルターは、寿命を使用して制限されています。,O filtro de máscara de gás foi projetado para funcionar em condições de possível poluição do ar. Os filtros de máscara de gás têm uma vida limitada.,气罩滤光片设计为在可能的空气污染条件下工作。使用寿命有限的防毒面具过滤器。
syb_gp5_filter_name,Gas mask filter,Gas mask filter,Filtr masky plynové masky,Gasmaskenfilter,Фильтр от противогаза,Filtr maski gazowej,Gázmaszksz?r?,Filtro maschera a gas,Filtro de máscara de gas,Filtre à gaz,防毒面具过滤器,ガスマスクフィルター,Filtro de máscara de gás,防毒面具过滤器
syb_grimipenem_name,Grimipenem,Grimipenem,Grimipenem,Grimipenem,Гримипенем,Grimipenem,Bilincs,Grimipenem,Grimipenem,Grimipenem,Grimipemenem,Grimipenem,Grimipenem,Grimipemenem
syb_headgearselect,Headgears,Headgears,Hlavy hlavy,Kopfbedeckungen,Головные уборы,Nakrycia głowy,Fejfed?,Copricapo,Tocas,Coiffures,头饰,ヘッドギア,Cheardars,头饰
syb_heferol_name,Heferol,Heferol,Heferol,Heferol,Хеферол,Heferol,Heferol,Heferol,Heferol,Hepherol,Heferol,ヘフェロール,Heferol,Heferol
syb_hemostatic_bandage_desc,"Chitosan-based bandage. It can be used to stop bleeding in case of bullet wounds, cuts, open fractures with rupture of blood arteries.","Chitosan-based bandage. It can be used to stop bleeding in case of bullet wounds, cuts, open fractures with rupture of blood arteries.","Obvaz na bázi chitosanu. Může být použit k zastavení krvácení v případě ran, řezy, otevřených zlomenin s prasknutím krevních tepen.","CHITOSAN-BASISSE VERBRAUCH. Es kann verwendet werden, um Blutungen bei Schusswunden, Schnitten und offenen Frakturen mit Bruch von Blutarterien zu stoppen.","Бинт изготовленный на основе Хитозана. Может применяться для остановки кровотечения при пулевых ранениях, порезах, открытых переломах с разрывом кровеносных артерий.","Bandaż na bazie chitozanu. Można go użyć do zatrzymania krwawienia w przypadku ran pocisków, skaleczeń, otwartych złamań z pęknięciem tętnic krwi.","Kitozán alapú kötszer. Használható a vérzés leállítására golyó sebek, vágások, nyílt törések esetén a vér artériák megszakításával.","Banda a base di chitosano. Può essere usato per fermare il sanguinamento in caso di ferite da proiettile, tagli, fratture aperte con rottura delle arterie del sangue.","Venta basada en quitosano. Se puede usar para detener el sangrado en caso de heridas de bala, cortes, fracturas abiertas con ruptura de arterias de sangre.","Un bandage fabriqué à base de chitosan. Peut être utilisé pour arrêter les saignements causés par des blessures par balle, des coupures, des fractures ouvertes avec rupture des artères.",基于壳聚糖的绷带。如果有子弹伤，切开的裂缝，血动动脉破裂，可以用来停止流血。,キトサンベースの包帯。弾丸の傷、切断、血液動脈の破裂を伴う開いた骨折の場合に出血を止めるために使用できます。,"Bandagem baseada em quitosana. Pode ser usado para parar de sangrar em caso de feridas de bala, cortes, fraturas abertas com ruptura das artérias do sangue.",基于壳聚糖的绷带。如果有子弹伤，切开的裂缝，血动动脉破裂，可以用来停止流血。
syb_hemostatic_bandage_name,Hemostatic bandage,Hemostatic bandage,Hemostatický obvaz,Hämostatischer Verband,Гемостатический бинт,Bandaż hemostatyczny,Hemosztatikus kötés,Bendaggio emostatico,Vendaje hemostático,Bandage hémostatique,止血绷带,止血包帯,Bandagem hemostática,止血绷带
syb_heptral_name,Heptral,Heptral,Heptrální,Heptral,Гептрал,Heptral,Heptral,Heptral,Heptral,Heptral,肝,肝臓,Heptral,肝
syb_homebook_action,Claim ownership,Claim ownership,Vlastnictví nároku,Besitzen Besitz,Занять здание,Własność roszczeń,Követelés tulajdonjog,Reclamare la proprietà,Propiedad de la reclamación,Occuper un bâtiment,索赔所有权,所有権を主張します,Propriedade de reivindicação,索赔所有权
syb_homebook_desc,A book for keeping records of owners and home improvements. Attach it to the building you want to make your new home.,A book for keeping records of owners and home improvements. Attach it to the building you want to make your new home.,"Kniha pro vedení záznamů majitelů a vylepšení domů. Připojte jej k budově, kterou chcete vytvořit nový domov.","Ein Buch zum Aufbewahren von Aufzeichnungen von Eigentümern und Verbesserungen zu Hause. Befestigen Sie es an dem Gebäude, das Sie Ihr neues Zuhause machen möchten.",Книга для ведения учета владельцев и улучшений дома. Прикрепите ее к зданию которое вы хотите сделать вашим новым домом.,"Książka do prowadzenia rejestrów właścicieli i ulepszeń domu. Dołącz go do budynku, który chcesz stworzyć nowy dom.","Könyv a tulajdonosok és az otthoni javítások nyilvántartásának vezetésére. Csatlakoztassa azt az épülethez, amelyet új otthona szeretne készíteni.",Un libro per tenere registri dei proprietari e dei miglioramenti della casa. Attaccalo all'edificio che desideri fare la tua nuova casa.,Un libro para mantener registros de propietarios y mejoras en el hogar. Adjuntarlo al edificio que desea hacer su nuevo hogar.,Livre pour tenir un registre des propriétaires et des améliorations de la maison. Attachez-le au bâtiment que vous voulez faire de votre nouveau domicile.,一本书，用于保留所有者记录和房屋改善。将其连接到您要建造新家的建筑物上。,所有者の記録と家の改善を維持するための本。新しい家を作りたい建物にそれを取り付けてください。,Um livro para manter registros de proprietários e melhorias da casa. Anexe -o ao prédio que deseja fazer sua nova casa.,一本书，用于保留所有者记录和房屋改善。将其连接到您要建造新家的建筑物上。
syb_homebook_name,Home Book,Home Book,Domácí kniha,Hausbuch,Домовая книга,Książka domowa,Otthoni könyv,Libro casalingo,Libro en casa,Livre de maison,家庭书,ホームブック,Livro em casa,家庭书
syb_house_inventory,House inventory,House inventory,Domácí inventář,Hausbestand,Инвентарь убежища,Inwentaryzacja domu,Házkészlet,Inventario della casa,Inventario de la casa,Inventaire du refuge,房屋清单,ハウスインベントリ,Inventário da casa,房屋清单
syb_ibuprofen_name,Ibuprofen,Ibuprofen,Ibuprofen,Ibuprofen,Ибупрофен,Ibuprofen,Ibuprofen,Ibuprofene,Ibuprofeno,Ibuprofène,布洛芬,イブプロフェン,Ibuprofeno,布洛芬
syb_imipenem_name,Imipenem,Imipenem,Imipenem,Imipenem,Имипенем,Imipenem,Imipenem,Imipenem,Imipenem,Imipénème,imipenem,イミペネム,Imipenem,imipenem
syb_injector_base_desc,Medical disposable injector. It was used by the military to quickly introduce an active substance into the body. It seems this one is still usable.,Medical disposable injector. It was used by the military to quickly introduce an active substance into the body. It seems this one is still usable.,"Lékařský jednorázový injektor. Byla použita armádou k rychlému zavedení účinné látky do těla. Zdá se, že tento je stále použitelný.","Medizinischer Einweginjektor. Es wurde vom Militär verwendet, um schnell eine aktive Substanz in den Körper einzuführen. Es scheint, dass dieser noch immer nutzbar ist.",Медицинский одноразовый инъектор. Использовался военными для быстрого ввода активного вещества в организм. Кажется этот все еще пригоден для использования.,"Medical Do jednorazowy wtryskiwacz. Zostało użyte przez wojsko do szybkiego wprowadzenia substancji czynnej do ciała. Wygląda na to, że ten jest nadal użyteczny.","Orvosi eldobható befecskendez?. A katonaság arra használta, hogy gyorsan bevezetjen egy aktív anyagot a testbe. Úgy t?nik, hogy ez még mindig használható.",Iniettore monouso medico. Fu usato dai militari per introdurre rapidamente una sostanza attiva nel corpo. Sembra che questo sia ancora utilizzabile.,Inyector médico dispositable. Fue utilizado por los militares para introducir rápidamente una sustancia activa en el cuerpo. Parece que este todavía se puede usar.,Injecteur médical à usage unique. Utilisé par les militaires pour une administration rapide de la substance active dans l'organisme. Il semble toujours utilisable.,医疗一次性喷油器。军方用来迅速将活性物质引入体内。看来这仍然是可用的。,医療用品注入器。それは軍隊によって使用され、身体に活性物質をすばやく導入しました。これはまだ使いやすいようです。,Injetor descartável médico. Foi usado pelos militares para introduzir rapidamente uma substância ativa no corpo. Parece que este ainda é utilizável.,医疗一次性喷油器。军方用来迅速将活性物质引入体内。看来这仍然是可用的。
